CPF,Nome,Idade,Sexo,Localização,Historico_Compras,Preferencias_Produto
937.604.821-04,Sr. Juan Montenegro,24,Masculino,Cardoso,7,Vestidos
547.318.209-79,Maria Jesus,61,Masculino,Novais de Gomes,18,Vestidos
850.329.761-21,Théo Ramos,40,Feminino,Pacheco Alegre,9,Vestidos
709.235.481-14,Kamilly Vasconcelos,23,Masculino,Cassiano do Oeste,7,Vestidos
127.094.856-30,Levi Rocha,60,Masculino,Caldeira da Mata,0,Calças
467.150.823-08,Bella Pimenta,39,Feminino,Jesus de da Cruz,10,Calças
951.832.470-05,Cauê Pacheco,49,Masculino,Cardoso,7,Acessórios
640.915.378-39,José Miguel da Costa,60,Feminino,Campos do Oeste,19,Calças
567.439.821-64,Dra. Hellena da Cruz,63,Feminino,Cavalcanti,4,Acessórios
158.264.793-37,Maria Alice Pereira,46,Masculino,Sá,19,Acessórios
814.976.502-67,Sr. Luiz Henrique Caldeira,35,Feminino,Rodrigues de Campos,6,Calças
458.937.216-91,Maria Luísa Viana,28,Feminino,Aragão,0,Acessórios
426.513.089-51,Anthony da Cruz,21,Masculino,da Costa,20,Camisetas
372.146.098-78,Maria Fernanda Montenegro,29,Masculino,da Rosa do Norte,15,Acessórios
470.153.629-61,Benjamin Pacheco,48,Feminino,Silva,16,Vestidos
417.639.205-34,Davi Miguel Pimenta,61,Masculino,Vieira,1,Acessórios
856.273.401-26,Dom da Mota,44,Masculino,Machado,20,Calças
360.129.845-70,Gael Melo,35,Feminino,Sales da Praia,19,Acessórios
748.612.509-94,Daniela Pinto,49,Masculino,Monteiro,7,Acessórios
176.052.983-40,Marina Fogaça,45,Feminino,Cirino do Sul,15,Vestidos
627.895.014-67,Gustavo Sá,52,Masculino,Martins,16,Acessórios
296.175.430-52,Heitor Vasconcelos,53,Masculino,Cavalcanti,12,Camisetas
431.965.208-89,Oliver Câmara,62,Feminino,Pastor Alegre,19,Camisetas
189.350.647-93,Carlos Eduardo Lima,28,Feminino,Aparecida,20,Calças
807.539.614-66,Sr. João Guilherme Teixeira,55,Masculino,Rios,20,Acessórios
746.935.128-00,Sr. Otto Rocha,22,Masculino,Nogueira,18,Camisetas
302.654.879-00,Sr. Gustavo Henrique da Rosa,58,Feminino,Araújo do Campo,6,Vestidos
748.539.012-05,Ana Luiza Rezende,34,Masculino,Rios,12,Vestidos
694.581.370-39,Dr. Vitor Gabriel Aparecida,34,Feminino,Gomes,2,Acessórios
620.841.975-11,Sra. Joana Pires,29,Feminino,Sousa,1,Camisetas
592.738.641-55,Melina Moura,34,Feminino,Jesus,5,Vestidos
165.970.824-94,Srta. Ana Julia Alves,40,Feminino,Cassiano do Oeste,16,Vestidos
519.206.843-60,Isabel Montenegro,53,Feminino,Carvalho,20,Acessórios
481.603.752-71,Gustavo da Mata,51,Masculino,Viana de Lopes,14,Camisetas
105.946.837-93,Ana Beatriz Sá,40,Masculino,Nascimento,9,Camisetas
347.125.609-16,Letícia Melo,37,Feminino,Fonseca,10,Camisetas
950.761.842-20,Lucca Ramos,32,Masculino,Cunha,17,Vestidos
496.073.218-04,Sr. Murilo Monteiro,28,Masculino,Almeida da Serra,15,Vestidos
306.541.897-57,Olivia Farias,28,Feminino,Cavalcanti de Peixoto,20,Camisetas
326.509.148-15,Heitor Pinto,60,Masculino,Moura do Sul,17,Vestidos
694.713.502-80,Gabriel Melo,44,Feminino,Nascimento,12,Calças
743.915.026-07,Lara Aparecida,27,Feminino,da Cunha da Prata,3,Camisetas
241.865.739-64,Oliver Sousa,26,Feminino,da Costa,11,Calças
930.568.274-00,Melina Machado,41,Feminino,Rocha,13,Acessórios
687.309.542-74,Sophie Azevedo,48,Masculino,Carvalho,6,Calças
746.152.809-20,Raquel Cunha,29,Masculino,Macedo,8,Calças
039.185.274-41,Igor Freitas,49,Masculino,Fernandes,20,Calças
193.865.407-20,Maria Liz Sampaio,60,Masculino,Brito,10,Calças
235.690.418-24,Dr. Leonardo Monteiro,23,Masculino,Vargas Grande,7,Acessórios
840.591.736-57,Cauê Fonseca,58,Masculino,Rocha de Oliveira,2,Camisetas
569.203.784-00,Rafael Santos,40,Masculino,Vargas,15,Camisetas
687.359.241-28,João Miguel Campos,29,Masculino,Marques,12,Acessórios
418.239.750-97,Sra. Aylla Rios,40,Feminino,Farias,5,Calças
856.139.402-15,Bárbara Campos,62,Feminino,Sousa,14,Acessórios
721.048.653-44,Yasmin Vargas,20,Masculino,Rios,8,Vestidos
241.730.856-80,Maria Laura da Cruz,60,Masculino,Aparecida,16,Vestidos
903.546.712-43,Daniel Cavalcante,30,Feminino,Rocha,19,Calças
510.764.328-08,Gabriel Nascimento,52,Masculino,Macedo,7,Acessórios
783.269.540-47,Agatha da Rosa,55,Feminino,Camargo,6,Calças
952.378.460-92,Benício Fernandes,26,Masculino,Sousa,5,Acessórios
072.658.193-30,Maria Barros,39,Masculino,Abreu,14,Camisetas
962.145.708-49,Davi Miguel Novais,62,Masculino,Macedo do Sul,0,Vestidos
369.425.180-42,Maria Júlia Novaes,40,Feminino,da Costa,20,Camisetas
174.820.563-35,Luiz Fernando da Cruz,35,Feminino,Viana,2,Calças
201.839.456-89,Heitor Moraes,23,Masculino,Lopes,19,Calças
608.249.731-78,Aylla Jesus,22,Masculino,da Costa,11,Vestidos
843.506.729-74,Srta. Laís da Luz,36,Masculino,Brito de das Neves,2,Camisetas
043.751.692-06,Sr. Samuel Lopes,41,Feminino,Azevedo Grande,13,Acessórios
741.098.653-01,João Lucas Abreu,27,Feminino,Marques,6,Camisetas
128.645.039-05,Maria Laura Montenegro,23,Masculino,Vasconcelos das Pedras,0,Camisetas
758.261.903-02,Sofia Souza,63,Feminino,Aparecida do Galho,12,Vestidos
924.501.863-60,Luigi Carvalho,48,Masculino,Porto de da Cunha,5,Vestidos
946.053.217-99,Liam Sá,41,Feminino,Silveira das Pedras,17,Acessórios
134.692.508-98,Sr. Murilo Sá,22,Masculino,Camargo,3,Vestidos
093.765.184-20,Beatriz Andrade,42,Masculino,Rodrigues,16,Camisetas
794.502.681-85,Heloisa Monteiro,50,Feminino,Cassiano de Goiás,10,Camisetas
672.503.184-62,Maria Eduarda Aragão,43,Feminino,Oliveira da Mata,20,Acessórios
209.813.564-51,Sr. Calebe Casa Grande,54,Masculino,Albuquerque Alegre,5,Camisetas
014.597.836-20,Sr. Joaquim Camargo,33,Feminino,Campos do Norte,14,Calças
917.260.835-86,Arthur Ribeiro,65,Feminino,Borges,0,Calças
257.031.896-59,Amanda Novais,31,Masculino,Pereira,9,Calças
687.094.512-85,Jade Ramos,45,Feminino,Sales,1,Acessórios
832.406.915-15,Sr. Lucca Barros,37,Feminino,da Mota,3,Acessórios
560.298.417-85,Heloísa Cardoso,41,Masculino,da Cunha do Sul,6,Calças
257.981.346-28,Maria Cecília das Neves,59,Feminino,Andrade de Rios,14,Calças
680.731.429-96,Matteo Jesus,57,Masculino,Leão,16,Camisetas
572.386.490-47,Emanuella Aparecida,53,Masculino,Moura da Mata,19,Camisetas
912.867.504-58,Ryan Barros,58,Feminino,Teixeira,20,Vestidos
134.752.809-14,Bianca Caldeira,30,Feminino,Moura de Rios,1,Acessórios
803.254.961-70,Julia Lima,27,Feminino,Abreu de Goiás,12,Vestidos
873.046.915-57,Ágatha Marques,24,Feminino,Araújo das Pedras,0,Calças
067.395.482-00,Leandro Câmara,60,Feminino,Câmara,13,Calças
976.458.013-01,Nathan Teixeira,19,Feminino,Melo,20,Camisetas
819.756.230-02,Liam Moreira,50,Feminino,Aragão de Silva,11,Vestidos
501.946.372-80,Matteo Pinto,37,Masculino,Cunha,13,Acessórios
328.450.697-74,Brenda Jesus,55,Feminino,Cavalcanti de da Mota,3,Acessórios
726.538.104-17,Leonardo Câmara,49,Feminino,Barbosa,12,Vestidos
142.350.967-61,Laís Vieira,38,Feminino,Pereira,5,Calças
409.617.283-96,Isabela Dias,29,Masculino,Machado de Vargas,12,Vestidos
489.512.760-58,Aurora Alves,28,Masculino,da Costa,11,Vestidos
540.287.691-67,Davi Miguel Dias,39,Feminino,Melo do Norte,19,Calças
982.061.573-95,Raquel Sampaio,62,Masculino,Sá do Campo,1,Camisetas
672.913.840-87,Ana Vitória das Neves,65,Feminino,Aragão Alegre,15,Vestidos
826.491.730-50,Ayla Rios,38,Feminino,Viana,1,Camisetas
510.769.328-86,Francisco da Mata,32,Masculino,Viana de Nascimento,7,Vestidos
504.698.721-01,Samuel Barbosa,45,Feminino,Porto Verde,15,Acessórios
167.025.498-49,Erick Cirino,40,Feminino,Dias do Norte,15,Calças
679.451.302-16,Bento Montenegro,63,Masculino,Porto,18,Acessórios
754.126.093-25,Dr. José Pedro Barros,41,Masculino,Sampaio da Prata,14,Acessórios
082.437.951-97,Ana Laura Rezende,39,Masculino,Nogueira de Cassiano,17,Acessórios
641.907.853-93,Calebe Peixoto,64,Masculino,da Rosa das Pedras,1,Camisetas
913.250.687-21,Antonella Monteiro,65,Masculino,Santos do Amparo,1,Acessórios
285.314.607-35,Ana Abreu,39,Feminino,da Conceição Paulista,16,Vestidos
176.042.958-94,Sabrina Borges,30,Masculino,Azevedo de Sá,15,Camisetas
075.289.314-97,Breno Mendes,44,Feminino,Vieira,15,Acessórios
782.450.936-29,Antônio das Neves,43,Masculino,Borges de Campos,15,Calças
362.914.870-04,Calebe Moraes,34,Feminino,Farias do Campo,3,Vestidos
806.247.951-01,Carlos Eduardo Macedo,57,Masculino,Nunes da Mata,5,Acessórios
421.987.036-96,Marcos Vinicius Sales,59,Feminino,Sales,7,Calças
769.832.140-13,Emanuelly Leão,28,Feminino,Siqueira do Norte,6,Calças
348.597.261-46,Sr. Vitor da Costa,22,Masculino,Lopes,16,Calças
284.361.597-64,Gabrielly Viana,35,Masculino,Correia de Goiás,2,Calças
517.409.263-07,Isabelly Novais,36,Feminino,Correia de Santos,16,Acessórios
742.683.591-09,Cecília Vargas,19,Feminino,Mendes,14,Camisetas
652.084.319-98,Sra. Eloah da Costa,26,Masculino,Costa,0,Calças
640.528.397-65,Alice Caldeira,50,Masculino,Melo,18,Calças
230.694.851-89,Vinicius Cassiano,22,Feminino,Costa,6,Camisetas
451.802.369-24,Dra. Melina Machado,43,Feminino,Caldeira das Pedras,7,Camisetas
107.485.639-20,Mirella Fogaça,31,Feminino,Camargo,4,Calças
102.854.937-79,Sr. Josué Camargo,51,Masculino,Sá,20,Acessórios
657.481.290-94,Gael Henrique da Costa,41,Feminino,Abreu de Cassiano,12,Calças
509.278.316-86,Sr. Pedro Melo,47,Masculino,Rios de Goiás,3,Vestidos
783.146.502-26,Gustavo Henrique Almeida,24,Masculino,Costa,16,Vestidos
725.806.439-74,Francisco Moreira,46,Feminino,Rocha,20,Acessórios
397.165.842-37,Rodrigo Moraes,49,Masculino,Fernandes de Moraes,19,Acessórios
716.805.492-94,Theodoro da Paz,55,Feminino,Cavalcanti do Sul,0,Calças
159.260.437-43,Brayan Lopes,23,Feminino,Ramos,18,Acessórios
182.450.639-24,Enrico Lima,54,Masculino,Almeida do Campo,20,Vestidos
923.815.746-46,Luiz Fernando Sampaio,57,Feminino,Macedo do Campo,3,Acessórios
578.490.213-04,Manuela Silva,65,Feminino,Monteiro,1,Acessórios
158.462.073-08,Milena Nascimento,49,Masculino,Pimenta,20,Acessórios
716.439.285-46,Luiz Henrique Abreu,39,Feminino,Nascimento,17,Acessórios
296.183.054-06,Luana Martins,39,Feminino,Cavalcante,11,Calças
480.125.673-26,Maitê Guerra,38,Masculino,Nunes,0,Vestidos
921.053.647-99,Srta. Emilly Siqueira,47,Masculino,Gomes,3,Acessórios
346.705.829-92,André Moraes,18,Feminino,Gonçalves,2,Calças
270.853.946-92,Helena Castro,42,Feminino,Cavalcanti de Barbosa,16,Vestidos
192.780.365-95,Luiz Felipe Azevedo,38,Feminino,Santos,5,Calças
679.453.201-80,Josué Borges,51,Feminino,Costela de Montenegro,15,Camisetas
932.468.570-83,Isaac Cavalcante,43,Masculino,Gonçalves de da Cruz,4,Camisetas
160.974.523-06,Cecilia Fonseca,47,Masculino,Vieira,11,Calças
346.205.187-35,Léo Costa,51,Masculino,Cirino,1,Vestidos
501.284.376-26,Liz Barbosa,64,Masculino,Lima do Norte,12,Calças
124.895.760-11,Manuela Garcia,50,Feminino,Sales,11,Camisetas
